日期,标的,数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,当日盈亏,今手数,仓位占比
2014/9/4,西王食品(000639.XSHE),1200股,17.26,20712,3606.46,14.25,636,0股,15.63%
2014/9/4,隧道股份(600820.XSHG),4600股,5.96,27416,10372.59,3.71,92,0股,20.69%
2014/9/4,光迅科技(002281.XSHE),500股,38.28,19140,5469.17,27.34,555,0股,14.44%
2014/9/4,盛屯矿业(600711.XSHG),2200股,16.78,36916,18810,8.23,-550,0股,27.86%
2014/9/4,华鲁恒升(600426.XSHG),3100股,8.74,27094,6076,6.78,279,0股,20.45%
2014/9/4,Cash,,,1228.74,,,,,
2014/9/5,西王食品(000639.XSHE),1200股,17.48,20976,3870.46,14.25,264,0股,15.39%
2014/9/5,隧道股份(600820.XSHG),4600股,6.03,27738,10694.59,3.71,322,0股,20.36%
2014/9/5,光迅科技(002281.XSHE),500股,37.91,18955,5284.17,27.34,-185,0股,13.91%
2014/9/5,盛屯矿业(600711.XSHG),2200股,18.46,40612,22506,8.23,3696,0股,29.80%
2014/9/5,华鲁恒升(600426.XSHG),3100股,8.63,26753,5735,6.78,-341,0股,19.63%
2014/9/5,Cash,,,1228.74,,,,,
2014/9/9,西王食品(000639.XSHE),1200股,17.92,21504,4398.46,14.25,528,0股,15.45%
2014/9/9,隧道股份(600820.XSHG),4600股,5.98,27508,10464.59,3.71,-230,0股,19.76%
2014/9/9,光迅科技(002281.XSHE),500股,37.74,18870,5199.17,27.34,-85,0股,13.55%
2014/9/9,盛屯矿业(600711.XSHG),2200股,19.51,42922,24816,8.23,2310,0股,30.83%
2014/9/9,华鲁恒升(600426.XSHG),3100股,8.77,27187,6169,6.78,434,0股,19.53%
2014/9/9,Cash,,,1228.74,,,,,
2014/9/10,西王食品(000639.XSHE),1200股,18.2,21840,4734.46,14.25,336,0股,15.84%
2014/9/10,隧道股份(600820.XSHG),4600股,6.03,27738,10694.59,3.71,230,0股,20.11%
2014/9/10,光迅科技(002281.XSHE),500股,37.82,18910,5239.17,27.34,40,0股,13.71%
2014/9/10,盛屯矿业(600711.XSHG),2200股,18.62,40964,22858,8.23,-1958,0股,29.71%
2014/9/10,华鲁恒升(600426.XSHG),3100股,8.78,27218,6200,6.78,31,0股,19.74%
2014/9/10,Cash,,,1228.74,,,,,
2014/9/11,西王食品(000639.XSHE),1200股,18.13,21756,4650.46,14.25,-84,0股,15.86%
2014/9/11,隧道股份(600820.XSHG),4600股,6.05,27830,10786.59,3.71,92,0股,20.29%
2014/9/11,光迅科技(002281.XSHE),500股,37.01,18505,4834.17,27.34,-405,0股,13.49%
2014/9/11,盛屯矿业(600711.XSHG),2200股,18.62,40964,22858,8.23,0,0股,29.87%
2014/9/11,华鲁恒升(600426.XSHG),3100股,8.67,26877,5859,6.78,-341,0股,19.60%
2014/9/11,Cash,,,1228.74,,,,,
2014/9/12,西王食品(000639.XSHE),1200股,18,21600,4494.46,14.25,-156,0股,15.61%
2014/9/12,隧道股份(600820.XSHG),4600股,6.09,28014,10970.59,3.71,184,0股,20.25%
2014/9/12,光迅科技(002281.XSHE),500股,37.3,18650,4979.17,27.34,145,0股,13.48%
2014/9/12,盛屯矿业(600711.XSHG),2200股,19.07,41954,23848,8.23,990,0股,30.32%
2014/9/12,华鲁恒升(600426.XSHG),3100股,8.68,26908,5890,6.78,31,0股,19.45%
2014/9/12,Cash,,,1228.74,,,,,
2014/9/15,西王食品(000639.XSHE),1200股,18.85,22620,5514.46,14.25,1020,0股,16.14%
2014/9/15,隧道股份(600820.XSHG),4600股,6.06,27876,10832.59,3.71,-138,0股,19.89%
2014/9/15,光迅科技(002281.XSHE),500股,38.53,19265,5594.17,27.34,615,0股,13.74%
2014/9/15,盛屯矿业(600711.XSHG),2200股,19.27,42394,24288,8.23,440,0股,30.25%
2014/9/15,华鲁恒升(600426.XSHG),3100股,8.64,26784,5766,6.78,-124,0股,19.11%
2014/9/15,Cash,,,1228.74,,,,,
2014/9/16,西王食品(000639.XSHE),1200股,18.05,21660,4554.46,14.25,-960,0股,16.22%
2014/9/16,隧道股份(600820.XSHG),4600股,5.96,27416,10372.59,3.71,-460,0股,20.53%
2014/9/16,光迅科技(002281.XSHE),500股,38.6,19300,5629.17,27.34,35,0股,14.45%
2014/9/16,盛屯矿业(600711.XSHG),2200股,17.52,38544,20438,8.23,-3850,0股,28.86%
2014/9/16,华鲁恒升(600426.XSHG),3100股,8.2,25420,4402,6.78,-1364,0股,19.03%
2014/9/16,Cash,,,1228.74,,,,,
2014/9/17,西王食品(000639.XSHE),1200股,18.11,21732,4626.46,14.25,72,0股,16.16%
2014/9/17,隧道股份(600820.XSHG),4600股,5.93,27278,10234.59,3.71,-138,0股,20.28%
2014/9/17,光迅科技(002281.XSHE),500股,38.96,19480,5809.17,27.34,180,0股,14.48%
2014/9/17,盛屯矿业(600711.XSHG),2200股,17.83,39226,21120,8.23,682,0股,29.16%
2014/9/17,华鲁恒升(600426.XSHG),3100股,8.25,25575,4557,6.78,155,0股,19.01%
2014/9/17,Cash,,,1228.74,,,,,
2014/9/18,西王食品(000639.XSHE),1200股,18.45,22140,5034.46,14.25,408,0股,16.43%
2014/9/18,隧道股份(600820.XSHG),4600股,5.95,27370,10326.59,3.71,92,0股,20.31%
2014/9/18,光迅科技(002281.XSHE),500股,40.32,20160,6489.17,27.34,680,0股,14.96%
2014/9/18,盛屯矿业(600711.XSHG),2200股,17.32,38104,19998,8.23,-1122,0股,28.27%
2014/9/18,华鲁恒升(600426.XSHG),3100股,8.31,25761,4743,6.78,186,0股,19.12%
2014/9/18,Cash,,,1228.74,,,,,
2014/9/19,西王食品(000639.XSHE),1200股,18.84,22608,5502.46,14.25,468,0股,16.48%
2014/9/19,隧道股份(600820.XSHG),4600股,5.94,27324,10280.59,3.71,-46,0股,19.91%
2014/9/19,光迅科技(002281.XSHE),500股,40.39,20195,6524.17,27.34,35,0股,14.72%
2014/9/19,盛屯矿业(600711.XSHG),2200股,18.1,39820,21714,8.23,1716,0股,29.02%
2014/9/19,华鲁恒升(600426.XSHG),3100股,8.4,26040,5022,6.78,279,0股,18.98%
2014/9/19,Cash,,,1228.74,,,,,
2014/9/22,西王食品(000639.XSHE),1200股,18.55,22260,5154.46,14.25,-348,0股,16.52%
2014/9/22,隧道股份(600820.XSHG),4600股,6.01,27646,10602.59,3.71,322,0股,20.52%
2014/9/22,光迅科技(002281.XSHE),500股,39,19500,5829.17,27.34,-695,0股,14.47%
2014/9/22,盛屯矿业(600711.XSHG),2200股,17.55,38610,20504,8.23,-1210,0股,28.66%
2014/9/22,华鲁恒升(600426.XSHG),3100股,8.22,25482,4464,6.78,-558,0股,18.91%
2014/9/22,Cash,,,1228.74,,,,,
2014/9/23,西王食品(000639.XSHE),1200股,18.07,21684,4578.46,14.25,-576,0股,16.04%
2014/9/23,隧道股份(600820.XSHG),4600股,6.01,27646,10602.59,3.71,0,0股,20.45%
2014/9/23,光迅科技(002281.XSHE),500股,40.64,20320,6649.17,27.34,820,0股,15.03%
2014/9/23,盛屯矿业(600711.XSHG),2200股,17.6,38720,20614,8.23,110,0股,28.64%
2014/9/23,华鲁恒升(600426.XSHG),3100股,8.25,25575,4557,6.78,93,0股,18.92%
2014/9/23,Cash,,,1228.74,,,,,
2014/9/24,西王食品(000639.XSHE),1200股,18.3,21960,4854.46,14.25,276,0股,15.97%
2014/9/24,隧道股份(600820.XSHG),4600股,6.05,27830,10786.59,3.71,184,0股,20.24%
2014/9/24,光迅科技(002281.XSHE),500股,40.46,20230,6559.17,27.34,-90,0股,14.72%
2014/9/24,盛屯矿业(600711.XSHG),2200股,18.31,40282,22176,8.23,1562,0股,29.30%
2014/9/24,华鲁恒升(600426.XSHG),3100股,8.37,25947,4929,6.78,372,0股,18.87%
2014/9/24,Cash,,,1228.74,,,,,
2014/9/25,西王食品(000639.XSHE),1200股,18.29,21948,4842.46,14.25,-12,0股,16.02%
2014/9/25,隧道股份(600820.XSHG),4600股,6,27600,10556.59,3.71,-230,0股,20.15%
2014/9/25,光迅科技(002281.XSHE),500股,39.6,19800,6129.17,27.34,-430,0股,14.45%
2014/9/25,盛屯矿业(600711.XSHG),2200股,18.44,40568,22462,8.23,286,0股,29.61%
2014/9/25,华鲁恒升(600426.XSHG),3100股,8.34,25854,4836,6.78,-93,0股,18.87%
2014/9/25,Cash,,,1228.74,,,,,
2014/9/26,西王食品(000639.XSHE),1200股,18.06,21672,4566.46,14.25,-276,0股,15.67%
2014/9/26,隧道股份(600820.XSHG),4600股,6.03,27738,10694.59,3.71,138,0股,20.05%
2014/9/26,光迅科技(002281.XSHE),500股,39.11,19555,5884.17,27.34,-245,0股,14.14%
2014/9/26,盛屯矿业(600711.XSHG),5500股,7.64,42020,24024,3.27,1562,0股,30.38%
2014/9/26,华鲁恒升(600426.XSHG),3100股,8.39,26009,4991,6.78,155,0股,18.80%
2014/9/26,Cash,,,1316.74,,,,,
2014/9/29,西王食品(000639.XSHE),1200股,17.87,21444,4338.46,14.25,-228,0股,15.62%
2014/9/29,隧道股份(600820.XSHG),4600股,6.13,28198,11154.59,3.71,460,0股,20.55%
2014/9/29,光迅科技(002281.XSHE),500股,40.28,20140,6469.17,27.34,585,0股,14.67%
2014/9/29,盛屯矿业(600711.XSHG),5500股,7.27,39985,21989,3.27,-2035,0股,29.13%
2014/9/29,华鲁恒升(600426.XSHG),3100股,8.44,26164,5146,6.78,155,0股,19.06%
2014/9/29,Cash,,,1316.74,,,,,
2014/9/30,西王食品(000639.XSHE),1200股,17.73,21276,4170.46,14.25,-168,0股,15.54%
2014/9/30,隧道股份(600820.XSHG),4600股,6.1,28060,11016.59,3.71,-138,0股,20.49%
2014/9/30,光迅科技(002281.XSHE),500股,40.65,20325,6654.17,27.34,185,0股,14.84%
2014/9/30,盛屯矿业(600711.XSHG),5500股,7.2,39600,21604,3.27,-385,0股,28.92%
2014/9/30,华鲁恒升(600426.XSHG),3100股,8.5,26350,5332,6.78,186,0股,19.24%
2014/9/30,Cash,,,1316.74,,,,,
2014/10/8,西王食品(000639.XSHE),1200股,19.15,22980,5874.46,14.25,1704,0股,16.57%
2014/10/8,隧道股份(600820.XSHG),4600股,6.16,28336,11292.59,3.71,276,0股,20.43%
2014/10/8,光迅科技(002281.XSHE),500股,39.9,19950,6279.17,27.34,-375,0股,14.38%
2014/10/8,盛屯矿业(600711.XSHG),5500股,7.13,39215,21219,3.27,-385,0股,28.27%
2014/10/8,华鲁恒升(600426.XSHG),3100股,8.68,26908,5890,6.78,558,0股,19.40%
2014/10/8,Cash,,,1316.74,,,,,
2014/10/9,西王食品(000639.XSHE),1200股,19.46,23352,6246.46,14.25,372,0股,16.38%
2014/10/9,隧道股份(600820.XSHG),4600股,6.14,28244,11200.59,3.71,-92,0股,19.81%
2014/10/9,光迅科技(002281.XSHE),500股,39.37,19685,6014.17,27.34,-265,0股,13.80%
2014/10/9,盛屯矿业(600711.XSHG),5500股,7.84,43120,25124,3.27,3905,0股,30.24%
2014/10/9,华鲁恒升(600426.XSHG),3100股,8.67,26877,5859,6.78,-31,0股,18.85%
2014/10/9,Cash,,,1316.74,,,,,
2014/10/10,西王食品(000639.XSHE),1200股,19.47,23364,6258.46,14.25,12,0股,16.11%
2014/10/10,隧道股份(600820.XSHG),4600股,6.06,27876,10832.59,3.71,-368,0股,19.22%
2014/10/10,光迅科技(002281.XSHE),500股,39.53,19765,6094.17,27.34,80,0股,13.63%
2014/10/10,盛屯矿业(600711.XSHG),5500股,8.23,45265,27269,3.27,2145,0股,31.21%
2014/10/10,华鲁恒升(600426.XSHG),3100股,8.85,27435,6417,6.78,558,0股,18.92%
2014/10/10,Cash,,,1316.74,,,,,
2014/10/13,西王食品(000639.XSHE),1200股,19.36,23232,6126.46,14.25,-132,0股,15.90%
2014/10/13,隧道股份(600820.XSHG),4600股,6.06,27876,10832.59,3.71,0,0股,19.08%
2014/10/13,光迅科技(002281.XSHE),500股,38.06,19030,5359.17,27.34,-735,0股,13.03%
2014/10/13,盛屯矿业(600711.XSHG),5500股,8.46,46530,28534,3.27,1265,0股,31.85%
2014/10/13,华鲁恒升(600426.XSHG),3100股,9.06,28086,7068,6.78,651,0股,19.23%
2014/10/13,Cash,,,1316.74,,,,,
2014/10/14,西王食品(000639.XSHE),1200股,18.77,22524,5418.46,14.25,-708,0股,15.71%
2014/10/14,隧道股份(600820.XSHG),4600股,6,27600,10556.59,3.71,-276,0股,19.25%
2014/10/14,光迅科技(002281.XSHE),500股,38.14,19070,5399.17,27.34,40,0股,13.30%
2014/10/14,盛屯矿业(600711.XSHG),5500股,8.23,45265,27269,3.27,-1265,0股,31.57%
2014/10/14,华鲁恒升(600426.XSHG),3100股,8.9,27590,6572,6.78,-496,0股,19.24%
2014/10/14,Cash,,,1316.74,,,,,
2014/10/15,西王食品(000639.XSHE),1200股,18.99,22788,5682.46,14.25,264,0股,15.73%
2014/10/15,隧道股份(600820.XSHG),4600股,6.1,28060,11016.59,3.71,460,0股,19.36%
2014/10/15,光迅科技(002281.XSHE),500股,38.6,19300,5629.17,27.34,230,0股,13.32%
2014/10/15,盛屯矿业(600711.XSHG),5500股,8.32,45760,27764,3.27,495,0股,31.58%
2014/10/15,华鲁恒升(600426.XSHG),3100股,8.93,27683,6665,6.78,93,0股,19.10%
2014/10/15,Cash,,,1316.74,,,,,
2014/10/16,西王食品(000639.XSHE),1200股,18.77,22524,5418.46,14.25,-264,0股,15.89%
2014/10/16,隧道股份(600820.XSHG),4600股,6.17,28382,11338.59,3.71,322,0股,20.02%
2014/10/16,光迅科技(002281.XSHE),500股,37.64,18820,5149.17,27.34,-480,0股,13.27%
2014/10/16,盛屯矿业(600711.XSHG),5500股,7.97,43835,25839,3.27,-1925,0股,30.92%
2014/10/16,华鲁恒升(600426.XSHG),3100股,8.68,26908,5890,6.78,-775,0股,18.98%
2014/10/16,Cash,,,1316.74,,,,,
2014/10/17,西王食品(000639.XSHE),1200股,18.78,22536,5430.46,14.25,12,0股,16.21%
2014/10/17,隧道股份(600820.XSHG),4600股,6.07,27922,10878.59,3.71,-460,0股,20.08%
2014/10/17,光迅科技(002281.XSHE),500股,37.3,18650,4979.17,27.34,-170,0股,13.41%
2014/10/17,盛屯矿业(600711.XSHG),5500股,7.65,42075,24079,3.27,-1760,0股,30.26%
2014/10/17,华鲁恒升(600426.XSHG),3100股,8.57,26567,5549,6.78,-341,0股,19.10%
2014/10/17,Cash,,,1316.74,,,,,
2014/10/20,西王食品(000639.XSHE),1200股,18.75,22500,5394.46,14.25,-36,0股,15.81%
2014/10/20,隧道股份(600820.XSHG),4600股,6.13,28198,11154.59,3.71,276,0股,19.82%
2014/10/20,光迅科技(002281.XSHE),500股,37.9,18950,5279.17,27.34,300,0股,13.32%
2014/10/20,盛屯矿业(600711.XSHG),5500股,8.06,44330,26334,3.27,2255,0股,31.15%
2014/10/20,华鲁恒升(600426.XSHG),3100股,8.71,27001,5983,6.78,434,0股,18.98%
2014/10/20,Cash,,,1316.74,,,,,
2014/10/21,西王食品(000639.XSHE),1200股,19.1,22920,5814.46,14.25,420,0股,16.23%
2014/10/21,隧道股份(600820.XSHG),4600股,6.06,27876,10832.59,3.71,-322,0股,19.73%
2014/10/21,光迅科技(002281.XSHE),500股,38.11,19055,5384.17,27.34,105,0股,13.49%
2014/10/21,盛屯矿业(600711.XSHG),5500股,7.89,43395,25399,3.27,-935,0股,30.72%
2014/10/21,华鲁恒升(600426.XSHG),3100股,8.61,26691,5673,6.78,-310,0股,18.90%
2014/10/21,Cash,,,1316.74,,,,,
2014/10/22,西王食品(000639.XSHE),1200股,18.77,22524,5418.46,14.25,-396,0股,16.20%
2014/10/22,隧道股份(600820.XSHG),4600股,6.15,28290,11246.59,3.71,414,0股,20.35%
2014/10/22,光迅科技(002281.XSHE),500股,36.81,18405,4734.17,27.34,-650,0股,13.24%
2014/10/22,盛屯矿业(600711.XSHG),5500股,7.62,41910,23914,3.27,-1485,0股,30.15%
2014/10/22,华鲁恒升(600426.XSHG),3100股,8.57,26567,5549,6.78,-124,0股,19.11%
2014/10/22,Cash,,,1316.74,,,,,
2014/10/23,西王食品(000639.XSHE),1200股,17.97,21564,4458.46,14.25,-960,0股,15.52%
2014/10/23,隧道股份(600820.XSHG),4600股,6.24,28704,11660.59,3.71,414,0股,20.65%
2014/10/23,光迅科技(002281.XSHE),500股,38.4,19200,5529.17,27.34,795,0股,13.81%
2014/10/23,盛屯矿业(600711.XSHG),5500股,7.66,42130,24134,3.27,220,0股,30.31%
2014/10/23,华鲁恒升(600426.XSHG),3100股,8.41,26071,5053,6.78,-496,0股,18.76%
2014/10/23,Cash,,,1316.74,,,,,
2014/10/24,西王食品(000639.XSHE),1200股,17.79,21348,4242.46,14.25,-216,0股,15.28%
2014/10/24,隧道股份(600820.XSHG),4600股,6.53,30038,12994.59,3.71,1334,0股,21.49%
2014/10/24,光迅科技(002281.XSHE),500股,38.3,19150,5479.17,27.34,-50,0股,13.70%
2014/10/24,盛屯矿业(600711.XSHG),5500股,7.6,41800,23804,3.27,-330,0股,29.91%
2014/10/24,华鲁恒升(600426.XSHG),3100股,8.42,26102,5084,6.78,31,0股,18.68%
2014/10/24,Cash,,,1316.74,,,,,
2014/10/27,西王食品(000639.XSHE),1200股,17.4,20880,3774.46,14.25,-468,0股,15.18%
2014/10/27,隧道股份(600820.XSHG),4600股,6.43,29578,12534.59,3.71,-460,0股,21.51%
2014/10/27,光迅科技(002281.XSHE),500股,38.4,19200,5529.17,27.34,50,0股,13.96%
2014/10/27,盛屯矿业(600711.XSHG),5500股,7.3,40150,22154,3.27,-1650,0股,29.19%
2014/10/27,华鲁恒升(600426.XSHG),3100股,8.52,26412,5394,6.78,310,0股,19.20%
2014/10/27,Cash,,,1316.74,,,,,
2014/10/28,西王食品(000639.XSHE),1200股,18,21600,4494.46,14.25,720,0股,15.22%
2014/10/28,隧道股份(600820.XSHG),4600股,6.7,30820,13776.59,3.71,1242,0股,21.71%
2014/10/28,光迅科技(002281.XSHE),500股,39.19,19595,5924.17,27.34,395,0股,13.81%
2014/10/28,盛屯矿业(600711.XSHG),5500股,7.49,41195,23199,3.27,1045,0股,29.02%
2014/10/28,华鲁恒升(600426.XSHG),3100股,8.84,27404,6386,6.78,992,0股,19.31%
2014/10/28,Cash,,,1316.74,,,,,
2014/10/29,西王食品(000639.XSHE),1200股,18.42,22104,4998.46,14.25,504,0股,15.38%
2014/10/29,隧道股份(600820.XSHG),4600股,6.73,30958,13914.59,3.71,138,0股,21.54%
2014/10/29,光迅科技(002281.XSHE),500股,39.39,19695,6024.17,27.34,100,0股,13.70%
2014/10/29,盛屯矿业(600711.XSHG),5500股,7.66,42130,24134,3.27,935,0股,29.31%
2014/10/29,华鲁恒升(600426.XSHG),3100股,8.88,27528,6510,6.78,124,0股,19.15%
2014/10/29,Cash,,,1316.74,,,,,
2014/10/30,西王食品(000639.XSHE),1200股,18.22,21864,4758.46,14.25,-240,0股,15.28%
2014/10/30,隧道股份(600820.XSHG),4600股,6.87,31602,14558.59,3.71,644,0股,22.08%
2014/10/30,光迅科技(002281.XSHE),500股,39.5,19750,6079.17,27.34,55,0股,13.80%
2014/10/30,盛屯矿业(600711.XSHG),5500股,7.49,41195,23199,3.27,-935,0股,28.78%
2014/10/30,华鲁恒升(600426.XSHG),3100股,8.84,27404,6386,6.78,-124,0股,19.15%
2014/10/30,Cash,,,1316.74,,,,,
2014/10/31,西王食品(000639.XSHE),1200股,17.76,21312,4206.46,14.25,-552,0股,15.07%
2014/10/31,隧道股份(600820.XSHG),4600股,6.65,30590,13546.59,3.71,-1012,0股,21.63%
2014/10/31,光迅科技(002281.XSHE),500股,39.47,19735,6064.17,27.34,-15,0股,13.95%
2014/10/31,盛屯矿业(600711.XSHG),5500股,7.38,40590,22594,3.27,-605,0股,28.70%
2014/10/31,华鲁恒升(600426.XSHG),3100股,9,27900,6882,6.78,496,0股,19.73%
2014/10/31,Cash,,,1316.74,,,,,
2014/11/3,西王食品(000639.XSHE),1200股,18.65,22380,5274.46,14.25,1068,0股,15.72%
2014/11/3,隧道股份(600820.XSHG),4600股,6.62,30452,13408.59,3.71,-138,0股,21.39%
2014/11/3,光迅科技(002281.XSHE),500股,39.19,19595,5924.17,27.34,-140,0股,13.76%
2014/11/3,盛屯矿业(600711.XSHG),5500股,7.44,40920,22924,3.27,330,0股,28.74%
2014/11/3,华鲁恒升(600426.XSHG),3100股,8.94,27714,6696,6.78,-186,0股,19.47%
2014/11/3,Cash,,,1316.74,,,,,
2014/11/4,西王食品(000639.XSHE),1200股,18.73,22476,5370.46,14.25,96,0股,15.85%
2014/11/4,隧道股份(600820.XSHG),4600股,6.84,31464,14420.59,3.71,1012,0股,22.18%
2014/11/4,光迅科技(002281.XSHE),500股,38.32,19160,5489.17,27.34,-435,0股,13.51%
2014/11/4,盛屯矿业(600711.XSHG),5500股,7.28,40040,22044,3.27,-880,0股,28.23%
2014/11/4,华鲁恒升(600426.XSHG),3100股,8.83,27373,6355,6.78,-341,0股,19.30%
2014/11/4,Cash,,,1316.74,,,,,
2014/11/5,西王食品(000639.XSHE),1200股,18.3,21960,4854.46,14.25,-516,0股,15.63%
2014/11/5,隧道股份(600820.XSHG),4600股,6.69,30774,13730.59,3.71,-690,0股,21.90%
2014/11/5,光迅科技(002281.XSHE),500股,38.32,19160,5489.17,27.34,0,0股,13.63%
2014/11/5,盛屯矿业(600711.XSHG),5500股,7.19,39545,21549,3.27,-495,0股,28.14%
2014/11/5,华鲁恒升(600426.XSHG),3100股,8.96,27776,6758,6.78,403,0股,19.76%
2014/11/5,Cash,,,1316.74,,,,,
2014/11/6,西王食品(000639.XSHE),1200股,18.53,22236,5130.46,14.25,276,0股,15.73%
2014/11/6,隧道股份(600820.XSHG),4600股,6.77,31142,14098.59,3.71,368,0股,22.03%
2014/11/6,光迅科技(002281.XSHE),500股,38.32,19160,5489.17,27.34,0,0股,13.56%
2014/11/6,盛屯矿业(600711.XSHG),5500股,7.23,39765,21769,3.27,220,0股,28.14%
2014/11/6,华鲁恒升(600426.XSHG),3100股,8.94,27714,6696,6.78,-62,0股,19.61%
2014/11/6,Cash,,,1316.74,,,,,
2014/11/7,西王食品(000639.XSHE),1200股,18.28,21936,4830.46,14.25,-300,0股,15.78%
2014/11/7,隧道股份(600820.XSHG),4600股,6.62,30452,13408.59,3.71,-690,0股,21.91%
2014/11/7,光迅科技(002281.XSHE),500股,38.32,19160,5489.17,27.34,0,0股,13.78%
2014/11/7,盛屯矿业(600711.XSHG),5500股,7.11,39105,21109,3.27,-660,0股,28.13%
2014/11/7,华鲁恒升(600426.XSHG),3100股,8.72,27032,6014,6.78,-682,0股,19.45%
2014/11/7,Cash,,,1316.74,,,,,
2014/11/10,西王食品(000639.XSHE),1200股,18.29,21948,4842.46,14.25,12,0股,15.58%
2014/11/10,隧道股份(600820.XSHG),4600股,6.68,30728,13684.59,3.71,276,0股,21.81%
2014/11/10,光迅科技(002281.XSHE),500股,38.32,19160,5489.17,27.34,0,0股,13.60%
2014/11/10,盛屯矿业(600711.XSHG),5500股,7.19,39545,21549,3.27,440,0股,28.06%
2014/11/10,华鲁恒升(600426.XSHG),3100股,9.1,28210,7192,6.78,1178,0股,20.02%
2014/11/10,Cash,,,1316.74,,,,,
2014/11/11,西王食品(000639.XSHE),1200股,17.78,21336,4230.46,14.25,-612,0股,15.66%
2014/11/11,隧道股份(600820.XSHG),4600股,6.39,29394,12350.59,3.71,-1334,0股,21.58%
2014/11/11,光迅科技(002281.XSHE),500股,38.32,19160,5489.17,27.34,0,0股,14.07%
2014/11/11,盛屯矿业(600711.XSHG),5500股,6.82,37510,19514,3.27,-2035,0股,27.54%
2014/11/11,华鲁恒升(600426.XSHG),3100股,8.87,27497,6479,6.78,-713,0股,20.19%
2014/11/11,Cash,,,1316.74,,,,,
2014/11/12,西王食品(000639.XSHE),1200股,18.06,21672,4566.46,14.25,336,0股,15.68%
2014/11/12,隧道股份(600820.XSHG),4600股,6.53,30038,12994.59,3.71,644,0股,21.74%
2014/11/12,光迅科技(002281.XSHE),500股,38.51,19255,5584.17,27.34,95,0股,13.93%
2014/11/12,盛屯矿业(600711.XSHG),5500股,6.89,37895,19899,3.27,385,0股,27.42%
2014/11/12,华鲁恒升(600426.XSHG),3100股,9.04,28024,7006,6.78,527,0股,20.28%
2014/11/12,Cash,,,1316.74,,,,,
2014/11/13,西王食品(000639.XSHE),1200股,17.87,21444,4338.46,14.25,-228,0股,15.51%
2014/11/13,隧道股份(600820.XSHG),4600股,6.3,28980,11936.59,3.71,-1058,0股,20.96%
2014/11/13,光迅科技(002281.XSHE),500股,37.34,18670,4999.17,27.34,-585,0股,13.50%
2014/11/13,盛屯矿业(600711.XSHG),5500股,7.2,39600,21604,3.27,1705,0股,28.64%
2014/11/13,华鲁恒升(600426.XSHG),3100股,9.11,28241,7223,6.78,217,0股,20.43%
2014/11/13,Cash,,,1316.74,,,,,
2014/11/14,西王食品(000639.XSHE),1200股,18.1,21720,4614.46,14.25,276,0股,15.74%
2014/11/14,隧道股份(600820.XSHG),4600股,6.28,28888,11844.59,3.71,-92,0股,20.94%
2014/11/14,光迅科技(002281.XSHE),500股,37.67,18835,5164.17,27.34,165,0股,13.65%
2014/11/14,盛屯矿业(600711.XSHG),5500股,6.97,38335,20339,3.27,-1265,0股,27.78%
2014/11/14,华鲁恒升(600426.XSHG),3100股,9.32,28892,7874,6.78,651,0股,20.94%
2014/11/14,Cash,,,1316.74,,,,,
2014/11/17,西王食品(000639.XSHE),1200股,18.4,22080,4974.46,14.25,360,0股,15.80%
2014/11/17,隧道股份(600820.XSHG),4600股,6.36,29256,12212.59,3.71,368,0股,20.93%
2014/11/17,光迅科技(002281.XSHE),500股,38.86,19430,5759.17,27.34,595,0股,13.90%
2014/11/17,盛屯矿业(600711.XSHG),5500股,6.94,38170,20174,3.27,-165,0股,27.31%
2014/11/17,华鲁恒升(600426.XSHG),3100股,9.52,29512,8494,6.78,620,0股,21.12%
2014/11/17,Cash,,,1316.74,,,,,
2014/11/18,西王食品(000639.XSHE),1200股,18.13,21756,4650.46,14.25,-324,0股,15.64%
2014/11/18,隧道股份(600820.XSHG),4600股,6.34,29164,12120.59,3.71,-92,0股,20.97%
2014/11/18,光迅科技(002281.XSHE),500股,38.51,19255,5584.17,27.34,-175,0股,13.85%
2014/11/18,盛屯矿业(600711.XSHG),5500股,6.83,37565,19569,3.27,-605,0股,27.01%
2014/11/18,华鲁恒升(600426.XSHG),3100股,9.68,30008,8990,6.78,496,0股,21.58%
2014/11/18,Cash,,,1316.74,,,,,
2014/11/19,西王食品(000639.XSHE),1200股,18.18,21816,4710.46,14.25,60,0股,15.72%
2014/11/19,隧道股份(600820.XSHG),4600股,6.32,29072,12028.59,3.71,-92,0股,20.94%
2014/11/19,光迅科技(002281.XSHE),500股,39.1,19550,5879.17,27.34,295,0股,14.08%
2014/11/19,盛屯矿业(600711.XSHG),5500股,6.8,37400,19404,3.27,-165,0股,26.94%
2014/11/19,华鲁恒升(600426.XSHG),3100股,9.57,29667,8649,6.78,-341,0股,21.37%
2014/11/19,Cash,,,1316.74,,,,,
2014/11/20,西王食品(000639.XSHE),1200股,18.9,22680,5574.46,14.25,864,0股,16.26%
2014/11/20,隧道股份(600820.XSHG),4600股,6.37,29302,12258.59,3.71,230,0股,21.01%
2014/11/20,光迅科技(002281.XSHE),500股,40.02,20010,6339.17,27.34,460,0股,14.35%
2014/11/20,盛屯矿业(600711.XSHG),5500股,6.78,37290,19294,3.27,-110,0股,26.74%
2014/11/20,华鲁恒升(600426.XSHG),3100股,9.31,28861,7843,6.78,-806,0股,20.69%
2014/11/20,Cash,,,1316.74,,,,,
